Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,pageranks,indegree,outdegree,Degree
17317,,,14,0.120136,0.122481,0,0,0,0.000011,0,1,1
17318,,,0,0,0,0,0.08382,0,0.000129,19,0,19
17319,,,1,1,1,0,0,0,0.000011,0,1,1
17320,,,11,0.174616,0.182031,0,0,0,0.000011,0,3,3
17321,,,12,0.15614,0.161579,18460.067656,0.007385,0,0.00004,6,3,9
17322,,,1,1,1,0,0,0,0.000011,0,1,1
17323,,,11,0.192234,0.202378,0,0,0,0.000011,0,7,7
17324,,,12,0.148946,0.15367,0,0,0,0.000011,0,1,1
17325,,,11,0.165674,0.171741,204052.964776,0.016915,0,0.00002,4,2,6
17326,,,1,1,1,47.567781,0.001527,0,0.000012,1,1,2
17327,,,0,0,0,0,0.00689,0,0.000026,3,0,3
17328,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17329,,,11,0.188704,0.198168,8765.527357,0.002594,0,0.00002,2,2,4
17330,,,11,0.174918,0.182396,0,0,0,0.000011,0,3,3
17331,,,12,0.140941,0.144702,0,0,0,0.000011,0,2,2
17332,,,3,0.454545,0.533333,12079.452229,0.008523,0,0.000043,4,1,5
17333,,,12,0.157314,0.162431,16529.614196,0.009884,0,0.00002,2,2,4
17334,,,0,0,0,0,0.00489,0,0.000023,4,0,4
17335,,,12,0.158586,0.164066,0,0,0,0.000011,0,2,2
17336,,,0,0,0,0,0.000821,0,0.000016,1,0,1
17337,,,12,0.148951,0.153729,186630.279592,0.065401,0,0.000214,23,2,25
17338,,,12,0.148946,0.15367,0,0,0,0.000011,0,1,1
17339,,,12,0.148946,0.15367,0,0,0,0.000011,0,1,1
17340,,,11,0.189926,0.199314,72667.500413,0.01049,0,0.000043,8,7,15
17341,,,12,0.147995,0.152566,28140.521961,0.00905,0,0.000036,4,2,6
17342,,,0,0,0,0,0.002767,0,0.000024,1,0,1
17343,,,11,0.173326,0.180518,26937,0.001643,0,0.000026,2,1,3
17344,,,12,0.147731,0.152084,0,0,0,0.000011,0,1,1
17345,,,10,0.194442,0.204724,124875.526345,0.008188,0,0.000085,6,5,11
17346,,,0,0,0,0,0.001867,0,0.000026,1,0,1
17347,,,0,0,0,0,0.001206,0,0.000012,1,0,1
17348,,,0,0,0,0,0.009303,0,0.000013,1,0,1
17349,,,11,0.191668,0.201047,0,0,0,0.000011,0,8,8
17350,,,12,0.174038,0.18095,1236.777561,0.001643,0,0.000013,2,7,9
17351,,,12,0.173661,0.180708,0,0,0,0.000011,0,3,3
17352,,,0,0,0,0,0.005209,0,0.000015,2,0,2
17353,,,1,1,1,0,0,0,0.000011,0,1,1
17354,,,1,1,1,0,0,0,0.000011,0,1,1
17355,,,13,0.142713,0.146394,0,0,0,0.000011,0,2,2
17356,,,1,1,1,0,0,0,0.000011,0,1,1
17357,,,13,0.129648,0.132749,54378.081307,0.008235,0,0.000057,5,1,6
17358,,,13,0.137617,0.141379,0,0,0,0.000011,0,4,4
17359,,,13,0.129649,0.13275,0,0,0,0.000011,0,1,1
17360,,,13,0.129649,0.13275,0,0,0,0.000011,0,1,1
17361,,,13,0.147017,0.151363,0,0,0,0.000011,0,3,3
17362,,,13,0.129649,0.13275,0,0,0,0.000011,0,1,1
17363,,,0,0,0,0,0.012128,0,0.000023,4,0,4
17364,,,12,0.177423,0.185137,63871.555147,0.014865,0,0.000062,6,2,8
17365,,,1,1,1,0,0,0,0.000011,0,1,1
17366,,,0,0,0,0,0.019146,0,0.000024,3,0,3
17367,,,1,1,1,0,0,0,0.000011,0,1,1
17368,,,0,0,0,0,0.001643,0,0.000022,2,0,2
17369,,,11,0.170252,0.176933,14577.030768,0.001643,0,0.000024,2,2,4
17370,,,1,1,1,1,0.000821,0,0.000016,1,1,2
17371,,,0,0,0,0,0.00305,0,0.000035,3,0,3
17372,,,13,0.138535,0.142125,18558.031952,0.003131,0,0.000017,3,2,5
17373,,,12,0.149983,0.154592,6484.447772,0.012468,0,0.000035,4,1,5
17374,,,12,0.174701,0.18221,0,0,0,0.000011,0,5,5
17375,,,0,0,0,0,0.019956,0,0.000062,7,0,7
17376,,,11,0.166487,0.173051,0,0,0,0.000011,0,9,9
17377,,,1,1,1,0,0,0,0.000011,0,1,1
17378,,,12,0.154567,0.159486,18821.424014,0.006467,0,0.000018,1,1,2
17379,,,0,0,0,0,0.000821,0,0.000012,1,0,1
17380,,,12,0.181553,0.1894,11749.262385,0.008173,0,0.000014,1,5,6
17381,,,13,0.130934,0.133943,0,0.000969,0,0.000011,1,2,3
17382,,,0,0,0,0,0.00124,0,0.000012,1,0,1
17383,,,1,1,1,0,0,0,0.000011,0,1,1
17384,,,0,0,0,0,0.002155,0,0.00003,2,0,2
17385,,,12,0.17338,0.180518,13468,0.000821,0,0.000016,1,2,3
17386,,,12,0.169707,0.176385,0,0,0,0.000011,0,2,2
17387,,,1,1,1,0,0,155,0.000011,0,1,1
17388,,,0,0,0,0,0.000821,155,0.000021,1,0,1
17389,,,1,1,1,0,0,0,0.000011,0,1,1
17390,,,11,0.179238,0.186862,0,0,0,0.000011,0,1,1
17391,,,11,0.179238,0.186862,0,0,0,0.000011,0,1,1
17392,,,11,0.187292,0.196012,3620.126313,0.001579,0,0.000015,1,2,3
17393,,,0,0,0,0,0.000821,0,0.000012,1,0,1
17394,,,12,0.153701,0.158278,0,0,0,0.000011,0,1,1
17395,,,14,0.130649,0.133486,0,0,0,0.000011,0,1,1
17396,,,14,0.130649,0.133486,0,0,0,0.000011,0,1,1
17397,,,0,0,0,0,0.000821,0,0.000015,1,0,1
17398,,,0,0,0,0,0.00101,0,0.000012,1,0,1
17399,,,10,0.193187,0.203765,0,0,0,0.000011,0,1,1
17400,,,10,0.193187,0.203765,102553.972915,0.018078,0,0.000062,6,1,7
17401,,,10,0.193199,0.203824,0,0,0,0.000011,0,2,2
17402,,,10,0.193187,0.203765,0,0,0,0.000011,0,1,1
17403,,,10,0.193273,0.203909,0,0,0,0.000011,0,2,2
17404,,,12,0.17137,0.178538,0,0,0,0.000011,0,1,1
17405,,,0,0,0,0,0.001643,0,0.000016,2,0,2
17406,,,12,0.149984,0.154681,13468,0.000821,0,0.000016,1,2,3
17407,,,10,0.194184,0.203977,0,0,0,0.000011,0,6,6
17408,,,1,1,1,0,0,0,0.000011,0,1,1
17409,,,0,0,0,0,0.003181,0,0.000038,3,0,3
17410,,,1,1,1,0,0,0,0.000011,0,1,1
17411,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17412,,,0,0,0,0,0.0233,0,0.00004,1,0,1
17413,,,11,0.170231,0.176839,111.582921,0.000821,0,0.000012,1,1,2
17414,,,11,0.171009,0.177995,0,0,0,0.000011,0,3,3
17415,,,12,0.16423,0.170389,0,0,0,0.000011,0,2,2
17416,,,10,0.207833,0.220102,88083.164327,0.005769,0,0.000012,2,16,18
17417,,,12,0.164216,0.170307,0,0,0,0.000011,0,1,1
17418,,,11,0.189601,0.198334,0,0,0,0.000011,0,5,5
17419,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17420,,,12,0.167182,0.1739,0,0,0,0.000011,0,3,3
17421,,,12,0.173978,0.181319,34597.861865,0.025169,0,0.000037,3,1,4
17422,,,13,0.148205,0.152608,13758.011327,0.001643,0,0.000022,2,1,3
17423,,,0,0,0,0,0.00351,0,0.000015,3,0,3
17424,,,13,0.132459,0.135691,157.353578,0.008443,0,0.000017,2,1,3
17425,,,13,0.132458,0.13569,0,0,0,0.000011,0,1,1
17426,,,0,0,0,0,0.028312,0,0.00011,12,0,12
17427,,,12,0.168899,0.175499,0,0,0,0.000011,0,1,1
17428,,,12,0.168899,0.175499,0,0,0,0.000011,0,1,1
17429,,,11,0.182486,0.191634,430454.298895,0.074897,0,0.000116,14,8,22
17430,,,10,0.19474,0.204605,0,0,0,0.000011,0,3,3
17431,,,11,0.176949,0.184699,0,0,0,0.000011,0,2,2
17432,,,11,0.186666,0.196198,0,0,0,0.000011,0,8,8
17433,,,12,0.147125,0.151569,0,0,0,0.000011,0,1,1
17434,,,12,0.147125,0.151569,0,0,0,0.000011,0,1,1
17435,,,11,0.189541,0.19905,0,0,0,0.000011,0,6,6
17436,,,0,0,0,0,0.002945,0,0.000014,2,0,2
17437,,,0,0,0,0,0.013093,0,0.000022,4,0,4
17438,,,12,0.156122,0.161456,0,0,0,0.000011,0,1,1
17439,,,12,0.170502,0.177214,0,0,0,0.000011,0,1,1
17440,,,12,0.184229,0.193078,2907.074188,0.000821,0,0.000013,1,1,2
17441,,,11,0.175236,0.182846,0,0,0,0.000011,0,1,1
17442,,,2,0.75,0.833333,0,0,0,0.000011,0,2,2
17443,,,0,0,0,0,0.011795,0,0.000018,3,1,4
17444,,,12,0.152573,0.157483,0,0,0,0.000011,0,1,1
17445,,,0,0,0,0,0.003992,0,0.000024,3,0,3
17446,,,12,0.172236,0.179213,0,0,0,0.000011,0,3,3
17447,,,1,1,1,0,0,0,0.000011,0,1,1
17448,,,0,0,0,0,0.001643,0,0.000023,2,0,2
17449,,,1,1,1,0,0,0,0.000011,0,1,1
17450,,,11,0.186343,0.194827,4323.378525,0.001643,0,0.000019,2,6,8
17451,,,11,0.204557,0.216962,77164.106922,0.013256,0,0.000047,7,14,21
17452,,,1,1,1,0,0,0,0.000011,0,1,1
17453,,,11,0.202377,0.213605,0,0,0,0.000011,0,7,7
17454,,,0,0,0,0,0.068551,0,0.000044,1,0,1
17455,,,11,0.163256,0.1692,17679.470153,0.011491,0,0.000027,4,1,5
17456,,,12,0.140353,0.144072,0,0,0,0.000011,0,1,1
17457,,,11,0.180003,0.188473,158353.675719,0.004432,0,0.000032,3,10,13
17458,,,0,0,0,0,0.009859,0,0.000023,2,0,2
17459,,,10,0.233313,0.250728,808294.507143,0.046697,0,0.000095,14,15,29
17460,,,11,0.173606,0.180138,2698.380754,0.005678,0,0.000016,2,1,3
17461,,,1,1,1,5885.772475,0.014689,0,0.000034,5,1,6
17462,,,11,0.185049,0.193655,0,0,0,0.000011,0,2,2
17463,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17464,,,0,0,0,0,0.020012,0,0.000049,6,0,6
17465,,,1,1,1,1,0.000821,0,0.000021,1,1,2
17466,,,0,0,0,0,0.002207,0,0.000013,2,0,2
17467,,,1,1,1,2,0.000821,0,0.000021,1,2,3
17468,,,13,0.134393,0.137565,0,0,0,0.000011,0,1,1
17469,,,13,0.134393,0.137565,0,0,0,0.000011,0,1,1
17470,,,13,0.134393,0.137565,0,0,0,0.000011,0,1,1
17471,,,12,0.150815,0.155479,0,0,0,0.000011,0,2,2
17472,,,0,0,0,0,0.046299,0,0.000024,1,0,1
17473,,,12,0.148381,0.152733,0,0,0,0.000011,0,1,1
17474,,,0,0,0,0,0.065825,0,0.000075,9,0,9
17475,,,12,0.161091,0.166717,20332.654831,0.002783,0,0.000014,2,3,5
17476,,,13,0.144273,0.148695,95236.819575,0.014695,0,0.000029,3,7,10
17477,,,0,0,0,0,0.004865,0,0.000088,1,0,1
17478,,,13,0.147674,0.15216,53429.883859,0.029501,0,0.000088,5,1,6
17479,,,12,0.176241,0.183409,14848.830009,0.008268,0,0.000027,3,1,4
17480,,,13,0.149844,0.154158,0,0,0,0.000011,0,1,1
17481,,,0,0,0,0,0.000957,0,0.00002,1,0,1
17482,,,0,0,0,0,0.01106,0,0.000036,4,0,4
17483,,,1,1,1,0,0,0,0.000011,0,1,1
17484,,,1,1,1,0,0,0,0.000011,0,1,1
17485,,,0,0,0,0,0.075796,0,0.000106,15,0,15
17486,,,12,0.165974,0.172275,2190.417774,0.001834,0,0.000019,1,2,3
17487,,,12,0.178769,0.186476,0,0,0,0.000011,0,1,1
17488,,,13,0.152601,0.157296,0,0,0,0.000011,0,2,2
17489,,,0,0,0,0,0.028433,0,0.000032,2,0,2
17490,,,12,0.165355,0.171604,0,0,0,0.000011,0,2,2
17491,,,0,0,0,0,0.068551,0,0.000044,1,0,1
17492,,,0,0,0,0,0.001484,0,0.000016,1,0,1
17493,,,0,0,0,0,0.000821,0,0.000012,1,0,1
17494,,,1,1,1,0,0,0,0.000011,0,1,1
17495,,,0,0,0,0,0.001643,0,0.000024,2,0,2
17496,,,12,0.145803,0.150009,516.220763,0.005065,0,0.000019,2,1,3
17497,,,12,0.145803,0.150008,0,0,0,0.000011,0,1,1
17498,,,13,0.162579,0.168186,0,0,0,0.000011,0,1,1
17499,,,13,0.163223,0.169109,0,0,0,0.000011,0,2,2
17500,,,13,0.162579,0.168186,0,0,0,0.000011,0,1,1
17501,,,0,0,0,0,0.002102,0,0.000012,1,0,1
17502,,,12,0.165106,0.171236,0,0,0,0.000011,0,1,1
17503,,,0,0,0,0,0.001868,0,0.000012,1,0,1
17504,,,0,0,0,0,0.020353,0,0.000046,5,0,5
17505,,,1,1,1,0,0,0,0.000011,0,1,1
17506,,,12,0.174122,0.181379,134612.873021,0.110618,0,0.000065,9,3,12
17507,,,14,0.124992,0.127683,0,0,0,0.000011,0,2,2
17508,,,1,1,1,268.738993,0.01024,0,0.000019,1,1,2
17509,,,1,1,1,0,0,0,0.000011,0,1,1
17510,,,12,0.1533,0.157912,66234.788062,0.009395,0,0.000055,6,3,9
17511,,,12,0.160663,0.16625,0,0,0,0.000011,0,1,1
17512,,,1,1,1,0,0,0,0.000011,0,1,1
17513,,,1,1,1,0,0,26,0.000011,0,1,1
17514,,,13,0.142824,0.14689,51286.701282,0.008563,0,0.000029,4,6,10
17515,,,0,0,0,0,0.000957,0,0.000014,1,0,1
17516,,,12,0.175849,0.183277,0,0,0,0.000011,0,1,1
17517,,,11,0.213354,0.227516,116493.760328,0.005996,0,0.000035,5,16,21
17518,,,12,0.158148,0.163398,19050.676495,0.005944,0,0.000043,5,1,6
17519,,,13,0.136561,0.139902,0,0,0,0.000011,0,1,1
17520,,,11,0.175689,0.183143,120571.464347,0.093381,0,0.000129,23,1,24
17521,,,11,0.178969,0.186612,0,0,0,0.000011,0,5,5
17522,,,12,0.149445,0.153898,0,0,0,0.000011,0,1,1
17523,,,12,0.149445,0.153898,0,0,0,0.000011,0,1,1
17524,,,12,0.155169,0.160599,0,0,0,0.000011,0,2,2
17525,,,0,0,0,0,0.001229,0,0.000016,1,0,1
17526,,,11,0.207022,0.21889,0,0,0,0.000011,0,10,10
17527,,,13,0.14081,0.144657,0,0,0,0.000011,0,2,2
17528,,,0,0,0,0,0.003673,0,0.000016,2,0,2
17529,,,2,0.75,0.833333,3,0.000821,0,0.000012,1,2,3
17530,,,14,0.124983,0.127617,2039.545257,0.002095,0,0.000012,1,1,2
17531,,,12,0.166908,0.173317,0,0,0,0.000011,0,1,1
17532,,,0,0,0,0,0.026023,0,0.000161,10,1,11
17533,,,1,1,1,0,0,0,0.000011,0,1,1
17534,,,1,1,1,0,0,0,0.000011,0,1,1
17535,,,1,1,1,0,0,0,0.000011,0,1,1
17536,,,12,0.174954,0.182538,0,0,0,0.000011,0,3,3
17537,,,12,0.153701,0.158278,0,0,0,0.000011,0,1,1
17538,,,1,1,1,0,0,156,0.000011,0,1,1
17539,,,0,0,0,0,0.000821,156,0.000021,1,0,1
17540,,,12,0.156311,0.16181,0,0,0,0.000011,0,1,1
17541,,,11,0.177413,0.184417,0,0,0,0.000011,0,1,1
17542,,,10,0.201698,0.212669,16873.585283,0.007256,0,0.000014,2,1,3
17543,,,1,1,1,0,0,0,0.000011,0,1,1
17544,,,0,0,0,0,0.001643,0,0.000023,2,0,2
17545,,,13,0.153849,0.158444,0,0,0,0.000011,0,1,1
17546,,,12,0.181808,0.189521,85536.49592,0.03927,0,0.000081,6,1,7
17547,,,13,0.153849,0.158444,0,0,0,0.000011,0,1,1
17548,,,0,0,0,0,0.027853,0,0.000056,4,0,4
17549,,,1,1,1,0,0,0,0.000011,0,1,1
17550,,,13,0.146539,0.150847,0,0,0,0.000011,0,1,1
17551,,,0,0,0,0,0.012491,0,0.000016,2,0,2
17552,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17553,,,11,0.18391,0.192289,0,0,0,0.000011,0,1,1
17554,,,11,0.169643,0.176785,0,0,0,0.000011,0,1,1
17555,,,11,0.169643,0.176785,0,0,0,0.000011,0,1,1
17556,,,11,0.197966,0.20923,0,0,0,0.000011,0,4,4
17557,,,10,0.200662,0.212532,820095.408283,0.09519,0,0.0002,30,20,50
17558,,,11,0.169643,0.176785,0,0,0,0.000011,0,1,1
17559,,,13,0.162243,0.167701,0,0,0,0.000011,0,2,2
17560,,,12,0.193634,0.20309,13469,0.000821,0,0.000016,1,1,2
17561,,,14,0.131176,0.134284,0,0,0,0.000011,0,1,1
17562,,,13,0.15097,0.155776,18683.756591,0.009437,0,0.000043,4,1,5
17563,,,12,0.167794,0.174204,59920.842869,0.017116,0,0.00004,4,3,7
17564,,,13,0.143694,0.147604,0,0,0,0.000011,0,1,1
17565,,,11,0.169975,0.176688,0,0,0,0.000011,0,2,2
17566,,,11,0.17624,0.183998,797.416466,0.001938,0,0.000013,2,4,6
17567,,,1,1,1,0,0,157,0.000011,0,1,1
17568,,,0,0,0,0,0.000821,157,0.000021,1,0,1
17569,,,12,0.152144,0.156954,0,0,0,0.000011,0,1,1
17570,,,12,0.165136,0.171399,0,0,0,0.000011,0,3,3
17571,,,1,1,1,0,0,0,0.000011,0,1,1
17572,,,0,0,0,0,0.001643,0,0.000024,2,0,2
17573,,,0,0,0,0,0.007954,0,0.000033,1,0,1
17574,,,0,0,0,0,0.010107,0,0.000028,3,0,3
17575,,,0,0,0,0,0.000821,0,0.000012,1,0,1
17576,,,2,0.857143,0.916667,0,0,0,0.000011,0,5,5
17577,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17578,,,11,0.183174,0.191357,0,0,0,0.000011,0,1,1
17579,,,11,0.18783,0.197408,31027.782064,0.004928,0,0.000025,6,9,15
17580,,,1,1,1,4449.28421,0.024887,0,0.000023,2,1,3
17581,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17582,,,11,0.178788,0.186776,0,0,0,0.000011,0,3,3
17583,,,12,0.169262,0.175827,0,0,0,0.000011,0,1,1
17584,,,0,0,0,0,0.003945,0,0.00002,3,0,3
17585,,,0,0,0,0,0.003649,0,0.000012,1,0,1
17586,,,0,0,0,0,0.000821,0,0.000015,1,0,1
17587,,,11,0.180318,0.188365,0,0,0,0.000011,0,2,2
17588,,,0,0,0,0,0.001389,0,0.000014,1,0,1
17589,,,0,0,0,0,0.005524,0,0.000015,2,0,2
17590,,,0,0,0,0,0.0026,0,0.000019,3,0,3
17591,,,2,0.75,0.833333,0,0,0,0.000011,0,2,2
17592,,,15,0.106495,0.108165,0,0,0,0.000011,0,1,1
17593,,,0,0,0,0,0.024122,0,0.000048,7,0,7
17594,,,0,0,0,0,0.000821,0,0.000016,1,0,1
17595,,,12,0.161388,0.16733,0,0,0,0.000011,0,4,4
17596,,,0,0,0,0,0.007762,0,0.00003,5,0,5
17597,,,1,1,1,0,0,0,0.000011,0,1,1
17598,,,11,0.208712,0.220282,0,0,0,0.000011,0,2,2
17599,,,11,0.191449,0.200887,0,0,0,0.000011,0,1,1
17600,,,13,0.131863,0.135123,0,0,0,0.000011,0,2,2
17601,,,3,0.5,0.555556,0,0,0,0.000011,0,1,1
17602,,,1,1,1,0,0,0,0.000011,0,1,1
17603,,,0,0,0,0,0.003324,0,0.000026,3,0,3
17604,,,12,0.161673,0.167504,0,0,0,0.000011,0,3,3
17605,,,12,0.166018,0.171814,0,0,0,0.000011,0,1,1
17606,,,0,0,0,0,0.007808,0,0.00003,4,0,4
17607,,,1,1,1,1,0.000821,0,0.000016,1,1,2
17608,,,0,0,0,0,0.064413,0,0.000134,9,0,9
17609,,,1,1,1,0,0,0,0.000011,0,1,1
17610,,,1,1,1,0,0,0,0.000011,0,1,1
17611,,,1,1,1,0,0,0,0.000011,0,1,1
17612,,,13,0.148971,0.153557,66.125351,0.000957,0,0.000017,1,3,4
17613,,,12,0.169047,0.175906,6461.224021,0.003705,44,0.000014,1,2,3
17614,,,0,0,0,0,0.002233,0,0.000041,1,0,1
17615,,,0,0,0,0,0.000821,0,0.000014,1,0,1
17616,,,11,0.178965,0.186978,60199.19558,0.003377,0,0.000013,1,5,6
17617,,,12,0.155747,0.160517,0,0,0,0.000011,0,1,1
17618,,,0,0,0,0,0.002829,0,0.000013,1,0,1
17619,,,1,1,1,95.731263,0.005442,0,0.000032,5,1,6
17620,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17621,,,12,0.166391,0.17257,0,0,0,0.000011,0,1,1
17622,,,12,0.145753,0.149611,0,0,26,0.000011,0,1,1
17623,,,0,0,0,0,0.003236,0,0.000068,2,0,2
17624,,,0,0,0,0,0.00468,0,0.000017,2,0,2
17625,,,12,0.160252,0.16635,0,0,0,0.000011,0,2,2
17626,,,12,0.157522,0.163355,52390.170836,0.011771,0,0.000014,1,2,3
17627,,,12,0.158581,0.164539,0,0,0,0.000011,0,3,3
17628,,,12,0.162373,0.168121,0,0,0,0.000011,0,2,2
17629,,,12,0.162353,0.168032,2895.536485,0.014224,0,0.000022,4,1,5
17630,,,12,0.171364,0.178091,156.206688,0.000957,0,0.000012,1,3,4
17631,,,12,0.162355,0.168035,0,0,0,0.000011,0,1,1
17632,,,0,0,0,0,0.030269,0,0.000026,2,0,2
17633,,,0,0,0,0,0.006376,0,0.000015,2,1,3
17634,,,11,0.191449,0.200887,0,0,0,0.000011,0,1,1
17635,,,0,0,0,0,0.002654,0,0.00002,1,0,1
17636,,,11,0.187787,0.196996,0,0,0,0.000011,0,3,3
17637,,,12,0.160088,0.16552,0,0,0,0.000011,0,1,1
17638,,,1,1,1,0,0,0,0.000011,0,1,1
17639,,,0,0,0,0,0.054163,0,0.000029,4,0,4
17640,,,0,0,0,0,0.000821,0,0.000016,1,0,1
17641,,,12,0.16192,0.167523,0,0,0,0.000011,0,1,1
17642,,,12,0.161932,0.167586,0,0,0,0.000011,0,2,2
17643,,,0,0,0,0,0.000969,158,0.000011,1,1,2
17644,,,12,0.14298,0.14703,0,0,0,0.000011,0,1,1
17645,,,0,0,0,0,0.005251,0,0.000056,3,0,3
17646,,,14,0.116985,0.119315,493.188852,0.002345,0,0.000022,1,1,2
17647,,,13,0.132473,0.135968,125450.862082,0.043192,0,0.000148,16,4,20
17648,,,1,1,1,0,0,0,0.000011,0,1,1
17649,,,0,0,0,0,0.005082,0,0.000026,3,0,3
17650,,,12,0.154372,0.15922,0,0,0,0.000011,0,2,2
17651,,,0,0,0,0,0.000821,0,0.000016,1,0,1
17652,,,1,1,1,6770.888011,0.020728,0,0.000027,3,1,4
17653,,,12,0.158188,0.163811,13910.381303,0.002118,0,0.000026,2,1,3
17654,,,0,0,0,0,0.048083,0,0.000027,2,0,2
17655,,,11,0.193076,0.202724,46403.875015,0.015729,0,0.000025,3,2,5
17656,,,11,0.181796,0.190675,54887.598975,0.017824,0,0.000063,5,5,10
17657,,,11,0.172372,0.179357,0,0,0,0.000011,0,1,1
17658,,,14,0.122109,0.124604,0,0,0,0.000011,0,1,1
17659,,,13,0.139083,0.142884,13488.05,0.001779,0,0.000021,2,6,8
17660,,,1,1,1,0,0,159,0.000011,0,1,1
17661,,,0,0,0,0,0.000821,159,0.000021,1,0,1
17662,,,2,0.666667,0.75,0,0,26,0.000011,0,1,1
17663,,,11,0.172575,0.179779,0,0,0,0.000011,0,4,4
17664,,,0,0,0,0,0.018325,0,0.000016,2,0,2
17665,,,0,0,0,0,0.000821,0,0.000012,1,0,1
17666,,,0,0,0,0,0.002703,0,0.000014,2,0,2
17667,,,11,0.19347,0.203425,0,0,0,0.000011,0,3,3
17668,,,13,0.134394,0.137566,1830.558693,0.003653,44,0.000018,2,1,3
17669,,,13,0.134393,0.137565,0,0,0,0.000011,0,1,1
17670,,,12,0.145784,0.150411,18461.268694,0.006141,0,0.000013,1,1,2
17671,,,11,0.170654,0.178371,13662.268694,0.001316,0,0.000023,1,2,3
17672,,,0,0,0,0,0.005184,0,0.000022,1,0,1
17673,,,11,0.177539,0.185304,0,0,0,0.000011,0,1,1
17674,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17675,,,1,1,1,0,0,19,0.000011,0,1,1
17676,,,13,0.130651,0.133702,0,0,0,0.000011,0,2,2
17677,,,11,0.163649,0.169623,0,0,0,0.000011,0,1,1
17678,,,11,0.163649,0.169623,0,0,0,0.000011,0,1,1
17679,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17680,,,12,0.171799,0.179039,0,0,0,0.000011,0,2,2
17681,,,13,0.134393,0.137565,0,0,0,0.000011,0,1,1
17682,,,12,0.151927,0.15657,37375.954076,0.005184,0,0.000014,2,1,3
17683,,,0,0,0,0,0.001548,0,0.000012,1,0,1
17684,,,13,0.146268,0.150617,0,0,0,0.000011,0,3,3
17685,,,0,0,0,0,0.000821,0,0.000015,1,0,1
17686,,,16,0.100438,0.101982,4,0.000821,0,0.000013,1,1,2
17687,,,11,0.184537,0.193429,0,0,0,0.000011,0,2,2
17688,,,11,0.190617,0.199543,0,0,0,0.000011,0,3,3
17689,,,14,0.114785,0.116998,0,0,0,0.000011,0,2,2
17690,,,14,0.114776,0.116931,0,0,0,0.000011,0,1,1
17691,,,12,0.171187,0.178036,0,0,0,0.000011,0,5,5
17692,,,13,0.130668,0.133803,0,0,0,0.000011,0,1,1
17693,,,0,0,0,0,0.006239,0,0.000015,3,0,3
17694,,,15,0.114969,0.117133,0,0,0,0.000011,0,4,4
17695,,,0,0,0,0,0.000821,0,0.000014,1,0,1
17696,,,12,0.160338,0.165731,0,0,0,0.000011,0,1,1
17697,,,10,0.198438,0.208679,0,0,0,0.000011,0,1,1
17698,,,0,0,0,0,0.001148,0,0.000014,1,0,1
17699,,,13,0.134402,0.137629,0,0,0,0.000011,0,2,2
17700,,,11,0.180586,0.188187,0,0,0,0.000011,0,2,2
17701,,,12,0.157207,0.162327,0,0,0,0.000011,0,1,1
17702,,,12,0.168447,0.175243,0,0,0,0.000011,0,1,1
17703,,,0,0,0,0,0.000821,0,0.000016,1,0,1
17704,,,13,0.141879,0.145641,0,0,0,0.000011,0,1,1
17705,,,12,0.169654,0.176364,0,0,0,0.000011,0,2,2
17706,,,13,0.144018,0.148001,0,0,0,0.000011,0,2,2
17707,,,0,0,0,0,0.00911,0,0.000032,4,0,4
17708,,,1,1,1,0,0,0,0.000011,0,1,1
17709,,,0,0,0,0,0.001513,0,0.000012,1,0,1
17710,,,0,0,0,0,0.000821,0,0.000014,1,0,1
17711,,,13,0.139216,0.142888,0,0,0,0.000011,0,1,1
17712,,,12,0.16172,0.167592,31008.07541,0.011137,0,0.00004,8,1,9
17713,,,10,0.20255,0.21397,0,0,0,0.000011,0,1,1
17714,,,12,0.163946,0.16995,68116.632195,0.018288,0,0.000053,7,3,10
17715,,,13,0.151869,0.156492,0,0,0,0.000011,0,3,3
17716,,,12,0.17479,0.181907,0,0,0,0.000011,0,2,2
17717,,,0,0,0,0,0.000821,0,0.000016,1,0,1
17718,,,0,0,0,0,0.004368,0,0.000024,3,0,3
17719,,,1,1,1,0,0,0,0.000011,0,1,1
17720,,,13,0.149111,0.153592,51015.803875,0.053473,0,0.000038,7,2,9
17721,,,1,1,1,0,0,160,0.000011,0,1,1
17722,,,0,0,0,0,0.000821,160,0.000021,1,0,1
17723,,,0,0,0,0,0.001093,0,0.000013,1,0,1
17724,,,0,0,0,0,0.008411,0,0.000032,2,1,3
17725,,,0,0,0,0,0.00465,0,0.000028,1,0,1
17726,,,13,0.143768,0.147614,1720.942839,0.071345,0,0.000029,3,1,4
17727,,,11,0.170805,0.177741,0,0,0,0.000011,0,5,5
17728,,,10,0.198438,0.208679,0,0,0,0.000011,0,1,1
